,level_0,index,series_name,network,season,title,imdb,engagement,date_aired,década,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
306,305,306,A Pup Named Scooby-Doo,ABC,1,For Letter or Worse,3.5,128.99,10/8/1988,1981-1990,23,Serie,Ghost of Al Cabone,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,4,FALSE,TRUE,Prestina,Female,1,Competition,you pesky kids,pup named Scooby-Doo,FALSE,truck load,1,0,0,0,4,0,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
307,306,307,A Pup Named Scooby-Doo,ABC,1,The Babysitter from Beyond,5.4,201.92,10/15/1988,1981-1990,23,Serie,Boogedy Bones,Male,Undead,Zombie,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,2,FALSE,TRUE,"Molly the Moll,Manny the Mauler","Female,Male",2,Theft,you pesky kids,puppy,FALSE,0,1,1,0,0,3,0,0,4,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
308,307,308,Hanna-Barbera Superstars 10,Syndication,Special,Scooby-Doo and the Ghoul School,6,228.92,10/16/1988,1981-1990,92,Movie,"Revolta,Grim Creeper,Mirror Monster,Well-Dweller","Female,Male,Male,Male","Magician,Plant,Magician,Animal","Witch,Humanoid,Mirror Monster,Humanoid","Human,Potato,Human,Sea-Monster",TRUE,4,,,,FALSE,TRUE,,,,TRUE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,FALSE,,Swamp,United States,17,,,,,0,Abduction,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
309,308,309,A Pup Named Scooby-Doo,ABC,1,Snow Place Like Home,4.8,166.6,10/22/1988,1981-1990,23,Serie,Ice Demon,Male,Possessed Object,Humanoid,Ice,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Mountain,United States,3,FALSE,TRUE,Mr. Forester,Male,1,Natural Resource,you pesky kids,puppy,FALSE,5,1,0,0,0,4,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
310,309,310,A Pup Named Scooby-Doo,ABC,1,"Now Museum, Now You Don't",6.2,213.5,10/29/1988,1981-1990,23,Serie,Samurai Ghost,Male,Ghost,Samurai,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Dr. Dayton,Male,1,Theft,these pesky kids,pup,FALSE,1,1,0,0,0,10,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
311,310,311,A Pup Named Scooby-Doo,ABC,1,Scooby Dude,4.4,168.21,11/5/1988,1981-1990,23,Serie,Headless Skateboarder,Male,Undead,Headless,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coast,United States,3,FALSE,TRUE,"Sandy Sneakers,Al","Female,Male",2,Smuggling,those pesky kids,awesome pup,FALSE,1,1,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
312,311,312,A Pup Named Scooby-Doo,ABC,1,Ghost Who's Coming to Dinner,5.2,173.45,11/12/1988,1981-1990,23,Serie,Boobeard,Male,Ghost,Pirate,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,5,FALSE,TRUE,Jack,Male,1,Competition,you pesky kids,puppy,FALSE,1,0,0,0,0,5,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
313,312,313,Hanna-Barbera Superstars 10,Syndication,Special,Scooby-Doo! and the Reluctant Werewolf,4.2,154.64,11/13/1988,1981-1990,91,Movie,"Count Dracula,Wolfgong,Frankenstein,Repulsa,Witch Sisters,Witch Sisters,Mummy,Bonejangles,Swamp Thing,Vanna Pira,Werewolf Shaggy,Dr. Jackyll,Dragonfly,Webman,Schlockness Monster,Genghis Kong,Man-Eating Plant","Male,Male,Male,Female,Female,Female,Male,Male,Male,Female,Male,Male,Male,Male,Male,Male,Male,Male,Male","Undead,Animal,Undead,Undead,Magician,Magician,Undead,Undead,Possessed Object,Undead,Disfigured,Disfigured,Animal,Disguised,Insect,Insect,Possessed Object,Animal,Plant","Vampire,Humanoid,Frankenstein's Monster,Frankenstein's Monster,Witch,Witch,Mummy,Skeleton,Humanoid,Vampire,Thrall,Thrall,Werewolf,Split-Personality,Bug,Humanoid,Tar,Humanoid,Venus Flytrap","Human,Wolf,Human,Human,Human,Human,Human,Human,Swamp Monster,Human,Human,Human,Human,Human,Dragonfly,Spider,Creature,Ape,Venus Flytrap",TRUE,19,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Swamp,United States,0,,,,,0,Competition,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,Casey Kasem,Don Messick
314,313,314,A Pup Named Scooby-Doo,ABC,1,The Story Stick,4.9,180.38,11/19/1988,1981-1990,23,Serie,Totem Spirit,Male,Possessed Object,Statue,Totem,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,United States,3,FALSE,TRUE,Mr. Ryan,Male,1,Competition,you pesky kids,puppy,FALSE,0,1,0,0,0,11,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
315,314,315,A Pup Named Scooby-Doo,ABC,1,Robopup,5,184.02,11/26/1988,1981-1990,23,Serie,Ghost of Chef Pierre Goulash,Male,Ghost,Chef,Human,FALSE,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Mr. Gordon,Male,1,Theft,you pesky kids,puppy,FALSE,0,1,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
316,315,316,A Pup Named Scooby-Doo,ABC,1,Lights...Camera...Monster,3.9,143.04,12/3/1988,1981-1990,23,Serie,Stinkweed,Male,Plant,Humanoid,Plant-Monster,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Vincent Thorn,Male,1,Theft,you pesky kids,"pup, scooby of the jungle",FALSE,1,2,0,0,0,7,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
317,316,317,A Pup Named Scooby-Doo,ABC,2,Curse of the Collar,5.3,194.07,9/9/1989,1981-1990,23,Serie,Ghost of Buster McMutt Mauler,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Mr. Trixenstuff,Male,1,Theft,"these nice, but trouble making kids","loveable, but pesky puppy",FALSE,0,0,0,0,0,2,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
318,317,318,A Pup Named Scooby-Doo,ABC,2,The Return of Commander Cool,6,186.47,9/16/1989,1981-1990,23,Serie,Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Barbara Simone,Female,1,Theft,that super hero,super puppy,FALSE,0,0,0,0,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
319,318,319,A Pup Named Scooby-Doo,ABC,2,The Spirit of Rock'n Roll,5.7,194.57,9/23/1989,1981-1990,23,Serie,Ghost of Purvis Parker,Male,Undead,Skeleton,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Mr. Dilton,Male,1,Theft,Purvis and you kids,puppy,FALSE,2,1,0,0,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
320,319,320,A Pup Named Scooby-Doo,ABC,2,Chickenstein Lives,6.2,211.7,9/30/1989,1981-1990,23,Serie,Chickenstein,Male,Undead,Frankenstein's Monster,Chicken,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Casmer Codwaller,Male,1,Smuggling,these kids,puppy,FALSE,1,1,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
321,320,321,A Pup Named Scooby-Doo,ABC,2,Night of the Living Burger,4.9,178.53,10/7/1989,1981-1990,23,Serie,Burger Monster,Male,Possessed Object,Burger,Burger,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Skippy Johnson,Male,1,Competition,,,FALSE,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
322,321,322,A Pup Named Scooby-Doo,ABC,2,The Computer Walks Among Us,4.7,165,10/14/1989,1981-1990,23,Serie,Dinkley 2000,Male,Mechanical,Humanoid,Computer,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,5,FALSE,TRUE,Bruce Wormsley,Male,1,Competition,her friends,puppy,FALSE,0,1,0,0,0,8,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
323,322,323,A Pup Named Scooby-Doo,ABC,2,Don Gone Scooby,5.8,193.45,10/21/1989,1981-1990,23,Serie,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,2,FALSE,FALSE,Paula P. Casso,Female,1,Assistance,,,FALSE,0,1,0,0,0,5,0,0,1,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
324,323,324,A Pup Named Scooby-Doo,ABC,2,"Terror, Thy Name is Zombo",4.2,156.12,10/28/1989,1981-1990,23,Serie,Ghost of Zombo,Male,Ghost,Clown,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,5,FALSE,TRUE,Joey Jipner,Male,1,Competition,you nosey kids,clownin canine,FALSE,1,1,0,0,0,6,0,0,3,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
325,324,325,A Pup Named Scooby-Doo,ABC,3,Night of the Boogey Biker,5,164.55,9/8/1990,1981-1990,11,Serie,Boogey Biker,Male,Undead,Skeleton,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,2,TRUE,FALSE,Red Herring,Male,1,Assistance,,,FALSE,0,0,0,0,0,2,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
326,325,326,A Pup Named Scooby-Doo,ABC,3,Dawn of the Spooky Shuttle Scare,4.5,167.83,9/8/1990,1981-1990,11,Serie,Astronaut Ghost,Male,Ghost,Astronaut,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,3,FALSE,TRUE,Simon Simons,Male,1,Competition,,,FALSE,1,0,0,0,0,6,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
327,326,327,A Pup Named Scooby-Doo,ABC,3,Horror of the Haunted Hairpiece,6.1,220.17,10/6/1990,1981-1990,23,Serie,Bigwig,Male,Possessed Object,Humanoid,Hair,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Crusty Baker,Male,1,Competition,,,FALSE,0,1,0,0,0,4,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
328,327,328,A Pup Named Scooby-Doo,ABC,3,Wrestle Maniacs,4.2,154.9,11/3/1990,1981-1990,23,Serie,Ghost of the Hooded Heifer,Male,Ghost,Wrestler,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,8,FALSE,TRUE,Herbert Blaum,Male,1,Competition,those kids,two lame super heros,FALSE,0,1,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
329,328,329,A Pup Named Scooby-Doo,ABC,4,The Were-Doo of Doo Manor,4.8,164.6,8/3/1991,1991-2000,23,Serie,Nasty-Doo,Male,Animal,Hound,Hound,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,2,FALSE,TRUE,Proff. Digmi,Male,1,Treasure,that tunneling puppy,,FALSE,1,1,0,0,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
330,329,330,A Pup Named Scooby-Doo,ABC,4,Catcher on the Sly,4.2,159.64,8/10/1991,1991-2000,4,Serie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,1,FALSE,TRUE,Buster McMuttMauler,Male,1,Abduction,,,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Casey Kasem,Don Messick
331,330,331,A Pup Named Scooby-Doo,ABC,4,The Ghost of Mrs. Shusham,4.9,163.37,8/10/1991,1991-2000,11,Serie,Ghost of Mrs. Shusham,Female,Ghost,Librarian,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,3,FALSE,TRUE,Bernice Binder,Female,1,Theft,these two,,FALSE,a couple,0,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
332,331,332,A Pup Named Scooby-Doo,ABC,4,The Wrath of Waitro,6.2,189.66,8/10/1991,1991-2000,8,Serie,,,,,,,0,,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,1,,,,,0,,,,FALSE,0,NA,NA,NA,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
333,332,333,A Pup Named Scooby-Doo,ABC,4,Mayhem of the Moving Mollusk,6.1,205.76,8/17/1991,1991-2000,23,Serie,Moving Mollusk,Male,Animal,Giant,Snail,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New York,4,FALSE,TRUE,Lester Leonard,Male,1,Competition,you kids,stupid puppy,FALSE,1,0,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
334,333,334,TV Special,TBC,Special,Arabian Nights,4.4,162.29,9/3/1994,1991-2000,69,Movie,,,,,,,0,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,Saudi Arabia,5,,,,,0,,,,TRUE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Casey Kasem,Don Messick
335,334,335,Johnny Bravo,Cartoon Network,Crossover,Bravo Dooby-Doo,6.4,233,7/25/1997,1991-2000,22,CrossOver,Ghostly Gardener,Male,Undead,Ghost,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Rural,United States,1,FALSE,FALSE,Jebidisa Bravo,Female,1,Trespassing,you meddling kids,,TRUE,0,1,0,0,0,2,1,0,5,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,B.J. Ward,Casey Kasem,Hadley Kay
336,335,336,Warner Home Video,Warner Home Video,Movie,Scooby-Doo on Zombie Island,5.5,175.73,9/22/1998,1991-2000,76,Movie,"Ghost of Morgan Moonscar,Pirate Zombies,Confederate Zombies,Tourist Zombies,Simone Lenoir,Lena Dupree,Jacques","Male,Male,Male,Male,Female,Female,Male","Ghost,Undead,Undead,Undead,Animal,Animal,Animal","Pirate,Zombie,Zombie,Zombie,Werecat,Werecat,Werecat","Human,Human,Human,Human,Human,Human,Human",TRUE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Swamp,Louisiana,6,,,,,0,Food,,,FALSE,3,0,0,0,1,9,0,0,14,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Billy West,Scott Innes
337,336,337,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Witch's Ghost,4.3,161.77,10/5/1999,1991-2000,66,Movie,"Ben Ravencroft,Sarah Ravencroft,Evil Trees,Pumpkin Monsters,Enormous Turkey","Male,Female,Male,Male,Male","Magician,Ghost,Plant,Plant,Animal","Warlock,Witch,Evil,Humanoid,Giant","Human,Human,Tree,Pumpkin,Turkey",TRUE,5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Rural,Massachusetts,4,,,,,0,Conquer,,,FALSE,1 box,0,0,0,0,5,1,0,6,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
338,337,338,The Scooby-Doo Project,Cartoon Network,Special,The Scooby-Doo Project,6,188.23,10/31/1999,1991-2000,21,Serie,"Casper County Monster,Casper County Monster","Male,Male","Animal,Animal","Humanoid,Humanoid","Forest-Monster,Forest-Monster",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,United States,7,TRUE,TRUE,Some Guy,Male,1,Entertainment,,,TRUE,0,1,0,0,0,0,1,0,2,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
339,338,339,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Alien Invaders,4.6,178.2,10/3/2000,1991-2000,73,Movie,"Aliens,Aliens,Aliens","Male,Male,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Alien,Alien,Alien","Alien,Alien,Alien",FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Desert,New Mexico,10,FALSE,TRUE,"Max,Steve,Laura,Fake MP 1,Fake MP 2","Male,Male,Female,Male,Male",5,Natural Resource,meddl-,,FALSE,0,0,0,0,0,2,0,0,6,14,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
340,339,340,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Cyber Chase,5.9,195.27,10/9/2001,2001-2010,73,Movie,Phantom Virus,Male,Possessed Object,Humanoid,Electric,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,4,FALSE,TRUE,Bill McLemore,Male,1,Competition,,,FALSE,several,2,0,0,1,7,1,0,9,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
341,340,341,Night of the Living Doo,Cartoon Network,Special,Night of the Living Doo,6.1,205.9,10/31/2001,2001-2010,16,Serie,"Zombie,Mummy,Zombie Gary Coleman","Male,Male,Male","Undead,Undead,Undead","Zombie,Mummy,Zombie","Human,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,2,TRUE,TRUE,Jabberjaw,Male,1,Competition,,,FALSE,0,1,0,0,0,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
